code,food_group,reference,food_item_name,moisture_g,energy_kcal,energy_kj,nitrogen_g,protein_g,fat_g,safa_g,mufa_g,pufa_g,cholesterol_mg,carbohydrate_total_g,carbohydrate_available_g,total_sugar_g,added_sugar_g,fiber_g,starch_g,ash_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mcg,iodine_mcg,selenium_mcg,vitamin_a_rae_mcg,vitamin_a_re_mcg,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_b6_mg,folate_mcg,vitamin_b12_mcg,pantothenate_mg,biotin_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,phytate_mg,data_quality_flags
MW02_0002,Legume,R45,"Bean soup, (Supu wa nyemba)",88.7,44,185,0.46,2.9,0.1,,,,0,7.8,4.7,,0.00,3.1,,0.5,22,1.0,24,41,166,4,0.49,0.10,174,0.43,1.3,,88,0.04,0.02,0.2,0.043,24,0.0,0.01,0.2,3,0.00,0.04,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW02_0003,Legume,R11,"Bean stew, (Nyemba zouma zokazingira)",88.2,49,208,0.46,2.9,0.8,0.07,0.13,0.45,0,7.6,4.5,,0.00,3.1,,0.5,45,1.4,20,49,143,4,0.61,0.28,168,0.43,2.0,3,0,0.04,0.02,0.2,0.040,24,0.0,0.00,0.0,1,0.00,0.34,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW02_0004,Legume,9,"Bean, kidney, dry, Phaseolus vulgaris, (Nyemba zouma)",11.0,343,1455,3.80,23.8,0.8,,,,0,60.0,34.9,,0.00,25.1,,3.6,90,7.7,172,440,1397,27,3.30,0.70,1420,,10.4,0,,0.54,0.22,2.1,0.400,397,0.0,,,5,0.00,0.22,,cholesterol_mg:assumed;added_sugar_g:assumed
MW02_0005,Legume,R66A,"Beans, boiled, (Nyemba zowilitsa)",93.8,24,101,0.26,1.6,0.1,,,,0,4.2,2.4,,0.00,1.7,,0.2,7,0.43,10,26,68,2,0.21,0.03,99,0.51,0.7,0,,0.02,0.01,0.1,0.015,10,0.0,0.00,0.0,0,0.00,0.02,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW02_0006,Legume,R62,"Cowpea relish, (Khobwe wowilitsa ndi tomato)",91.0,40,167,0.31,1.9,0.9,0.08,0.15,0.50,0,6.0,4.5,,0.00,1.4,,0.3,45,1.1,16,31,94,2,0.50,0.29,0,0.49,1.3,3,0,0.03,0.01,0.2,0.025,14,0.0,0.00,0.0,1,0.00,0.39,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW02_0007,Legume,10,"Cowpea, dry, Vigna unguiculata, (Khobwe/Nseula wouma)",11.1,349,1483,3.42,21.4,1.3,,,,0,63.0,47.6,,0.00,15.4,,3.2,87,5.9,195,390,1220,20,2.95,0.73,,,5.8,3,,0.72,0.15,3.1,0.363,421,,,,1,0.00,0.42,,cholesterol_mg:assumed;added_sugar_g:assumed
MW02_0008,Legume,9,"Cowpeas, boiled, Vigna unguiculata, (Khobwe wowilitsa)",67.0,130,552,1.28,8.0,0.5,,,,0,23.4,17.7,,0.00,5.8,,1.2,23,2.3,48,152,389,10,1.00,0.20,480,,,,,0.17,0.04,0.7,0.091,78,0.0,,,0,0.00,0.14,,cholesterol_mg:assumed;added_sugar_g:assumed
MW02_0009,Legume,6,"Flour, boiled soybean, (Ufa wa soya)",6.7,479,2005,7.12,44.5,23.5,,,,0,22.3,15.6,,0.00,6.7,,3.1,180,5.8,220,569,2464,17,1.13,4.87,2953,,,,4,0.36,0.28,2.1,0.529,393,0.0,1.75,,0,0.00,,,cholesterol_mg:assumed;added_sugar_g:assumed
MW02_0010,Legume,9,"Flour, groundnut, Arachis hypogaea, (Nsinjilo)",8.0,583,2420,4.09,25.6,44.6,,,,0,19.7,10.2,,0.00,9.5,,2.0,83,3.8,187,455,892,18,2.80,0.80,930,,,0,,0.86,0.14,9.5,0.577,108,0.0,,,0,0.00,10.60,,cholesterol_mg:assumed;added_sugar_g:assumed;fiber_g:low_confidence
MW02_0011,Legume,8,"Flour, pigeon pea, Canjanus cajan, (Ufa wa nandolo)",7.0,374,1585,5.22,32.7,2.4,,,,0,55.4,54.6,,0.00,0.8,,2.5,129,6.1,179,295,971,27,2.90,,,,,8,,0.61,0.18,2.7,0.272,356,,,,0,0.00,0.39,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW02_0012,Legume,6,"Flour, roasted soybean, (Ufa wa soya)",9.1,458,1918,7.58,47.4,23.2,,,,0,14.9,6.8,,0.00,8.1,,5.3,264,9.5,244,469,1744,5,3.48,1.31,,,7.4,1,,0.70,0.08,2.0,0.822,376,0.0,,,0,0.00,0.72,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed
MW02_0013,Legume,R09,"Groundnut sauce, (Thendo)",83.9,98,409,0.67,4.2,6.8,,,,0,5.0,3.1,,0.00,1.9,,0.5,161,3.4,40,78,209,5,1.49,1.10,127,0.78,3.2,12,,0.12,0.03,1.5,0.112,16,0.0,0.01,,4,0.00,1.77,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW02_0014,Legume,10,"Groundnut, dry, Arachis hypogae, (Mtedza wouma)",6.5,597,2481,3.72,23.2,45.8,,,,0,23.1,14.6,,0.00,8.5,,2.3,45,2.1,200,358,725,6,2.32,0.93,,,2.9,0,,0.87,0.14,15.5,0.589,110,0.0,,,0,0.00,10.88,,cholesterol_mg:assumed;added_sugar_g:assumed
MW02_0015,Legume,9,"Groundnut, dry, boiled, Arachis hypogae, (Mtedza wouma wophika)",49.0,324,1345,1.95,12.2,25.0,,,,0,12.6,7.9,,0.00,4.6,,1.3,41,2.1,123,265,510,15,1.40,0.40,650,,,0,,0.47,0.08,8.4,0.321,60,0.0,,,0,0.00,5.93,,cholesterol_mg:assumed;added_sugar_g:assumed
MW02_0016,Legume,USDA,"Peanut butter, smooth style, with salt",1.2,640,2657,3.55,22.2,51.4,,,,0,22.3,17.3,,,5.0,,2.9,49,1.7,168,335,558,426,2.51,0.42,1665,,4.1,0,,0.15,0.19,13.2,0.441,0,0.0,1.14,,0,0.00,9.10,,cholesterol_mg:assumed
MW02_0017,Legume,9,"Pigeon pea, dry, Canjanus cajan, (Nandolo wowuma)",8.0,364,1546,3.39,21.2,1.5,,,,0,66.6,57.6,,0.00,9.0,,3.8,112,6.1,179,344,971,27,2.20,1.20,1310,,,8,,0.61,0.18,2.7,0.272,356,0.0,,,0,0.00,0.39,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW02_0018,Legume,9,"Pigeon pea, green, boiled, Canjanus cajan, (Nandolo wamuwisi owilitsa)",63.0,146,619,1.25,7.8,0.7,,,,0,27.1,18.4,,0.00,8.6,,1.4,42,1.7,67,140,446,6,0.90,0.40,470,,,0,,1.15,0.06,0.8,0.081,97,,,,0,0.00,,,cholesterol_mg:assumed;added_sugar_g:assumed
MW02_0019,Legume,10,"Soybean, dry, (Soya)",8.5,432,1815,5.16,32.3,17.1,,,,0,37.2,27.8,,0.00,9.4,,4.9,266,9.6,245,472,1755,5,3.50,1.32,,,7.5,1,,0.71,0.08,2.0,0.827,378,0.0,,,0,0.00,0.73,,cholesterol_mg:assumed;added_sugar_g:assumed
MW03_0001,Animal,R20B,"Beef mince, fried, (Nyama ya ng'ombe yogaya yokazinga)",67.3,159,663,2.54,15.9,9.3,0.84,1.59,5.35,0,2.9,2.5,,0.00,0.4,0.00,1.3,94,7.0,73,131,295,38,2.45,0.42,,,0.9,,0,0.04,0.14,4.5,0.161,5,1.0,,,1,0.32,3.53,0.18,added_sugar_g:assumed;starch_g:assumed
MW03_0002,Animal,R27,"Beef stew, (Nyama ya ng'ombe yokazingira)",73.6,94,399,2.70,16.9,1.3,,,,,3.8,3.0,,0.00,0.8,0.00,1.6,252,10.4,43,143,392,40,3.32,1.70,0,0.38,5.2,18,,0.06,0.15,4.4,0.166,10,0.9,0.01,,7,0.33,0.45,0.19,added_sugar_g:assumed;starch_g:assumed
MW03_0003,Animal,WA,"Beef, kidney, raw, (Impsyo ya ng'ombe)",77.9,99,416,2.78,17.4,3.1,,,,,0.3,0.3,0.00,0.00,0.0,0.00,1.3,13,4.6,17,257,262,182,1.92,0.43,,,,419,,0.36,2.84,8.0,0.670,98,27.5,,,9,1.10,0.22,0.00,vitamin_e_mg:low_confidence;phytate_mg:assumed
MW03_0004,Animal,WA,"Beef, liver, raw, (Chiwindi cha ng'ombe)",71.0,133,559,3.10,19.4,4.4,,,,,3.9,3.9,0.00,0.00,0.0,0.00,1.3,7,8.8,18,369,313,69,3.50,9.76,,,,4970,,0.19,1.56,13.2,1.080,290,59.3,,,1,1.20,,0.00,phytate_mg:assumed
MW03_0005,Animal,R53,"Beef, liver, stew, (chiwindi cha ng'ombe chokazingira)",78.7,113,474,1.38,8.6,5.9,0.41,0.77,2.59,,6.5,5.4,,0.00,1.1,0.00,0.9,244,8.2,52,171,281,34,3.45,5.48,18,,4.6,1848,5,0.09,0.65,5.2,0.454,88,20.7,0.03,0.7,16,0.49,1.84,0.00,added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0006,Animal,22,"Beef, raw, (Nyama ya ng'ombe)",72.1,95,402,3.27,20.5,1.5,,,,,0.0,0.0,0.00,0.00,0.0,0.00,1.6,1,7.5,23,177,375,52,1.77,0.10,,,,,0,0.06,0.2,6.5,0.239,7,1.5,,,0,0.42,0.24,0,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed
MW03_0007,Animal,WA,"Beef, tripe, raw, (Nthumbwana za ng'ombe)",84.2,82,343,1.94,12.1,3.7,,,,,0.0,0.0,0.00,0.00,0.0,0.00,0.6,69,0.6,13,64,67,97,1.42,0.07,,,,0,,0.00,0.06,0.9,0.010,5,1.4,,,0,0.00,0.09,0.00,vitamin_e_mg:low_confidence;phytate_mg:assumed
MW03_0008,Animal,23,"Caterpillar, dry, roasted, Usta terphrichore, (Nyamanyama zootcha)",14.7,377,1588,10.16,63.5,11.3,,,,,5.3,0,0.00,0.00,5.3,0.00,5.2,1,208.5,5,,657,,,,,,,,,,,,,,,,,,,,0.00,carbohydrate_available_g:low_confidence;total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0009,Animal,23,"Caterpillar, roasted, Imbrasia ertli, (Mphalabungu zootcha)",20.7,308,1300,7.12,44.5,7.6,,,,,15.4,0,0.00,0.00,15.4,0.00,11.8,1,226.3,4,,607,,,,,,,,,,,,,,,,,,,,0.00,carbohydrate_available_g:low_confidence;total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0010,Animal,R41,"Chicken stew, (Nkhuku yokazingira)",72.5,157,655,2.39,14.9,9.8,0.65,1.24,4.17,,2.3,1.7,,0.00,0.5,0.00,1.1,120,2.9,28,110,216,33,2.01,0.73,12,0.44,2.3,13,4,0.06,0.05,2.2,0.144,3,0.1,0.02,0.5,10,0.00,2.91,,added_sugar_g:assumed;starch_g:assumed
MW03_0011,Animal,26,"Chicken, meat with skin, free range, local, raw, (Nkhuku ya chikuda)",73.1,129,541,3.38,21.1,4.9,,,,,0,0,0.00,0.00,0.00,0.00,1.3,8,1.0,18,146,207,43,1.60,,,,,7,,0.09,0.06,3.7,0.272,2,0.2,,,1,,0.28,0.00,carbohydrate_total_g:low_confidence;carbohydrate_available_g:low_confidence;total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0012,Animal,9,"Crabs, boiled, (Nkhanu/Nkhala zowilitsa)",51.0,191,810,6.68,41.8,2.7,,,,,0.0,0.0,0.00,0.00,0.00,0.00,4.5,3292,5.6,259,553,304,578,6.32,,,,,102,,0.18,0.54,5.7,0.340,99,20.3,,,16,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0013,Animal,R59,"Egg, chicken, boiled, (Dzira lankhuku lowilitsa)",72.2,164,684,2.24,14.0,11.4,,,,,1.3,1.3,0.00,0.00,0.0,0.00,1.0,43,2.0,10,213,103,140,1.28,,,,,74,,0.12,0.42,0.1,0.042,38,1.8,,,0,,,0.00,added_sugar_g:assumed;phytate_mg:assumed
MW03_0014,Animal,R61,"Egg, chicken, scrambled, (Dzira la nkhuku lokanya)",66.6,231,957,1.59,10.0,20.4,6.12,3.32,1.88,,2.0,2.0,,0.00,0.0,0.00,1.1,55,1.4,9,161,99,218,0.93,,,,,185,,0.28,0.57,2.8,0.333,44,1.4,,,0,,1.50,0.00,added_sugar_g:assumed;phytate_mg:assumed
MW03_0015,Animal,MZF,"Egg, chicken, whole, raw, (Dzira la nkhuku) ankhuku",75.0,148,616,2.02,12.6,10.3,,,,,1.2,1.2,,0.00,0.0,,0.9,39,1.8,9,192,98,126,1.15,,,,,67,,0.130,0.40,0.1,0.04,46,1.9,,,0,,,0.00,phytate_mg:assumed
MW03_0016,Animal,9,"Egg, duck, boiled, (Dzira la bakha lowilitsa/lobwatitsa)",70.0,153,638,2.07,12.9,10.6,,,,,1.5,1.5,,0.00,0.0,0.00,1.1,108,4.0,14,450,99,60,1.50,0.10,30,,,199,,0.16,0.41,0.2,0.257,82,5.5,,,0,,1.38,0.00,added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0017,Animal,R63,"Eggs, chicken, boiled, with peas, (Mazira ankhuku owilitsa ndi nsawawa)",82.4,97,405,0.68,4.2,5.6,0.29,0.51,1.76,,7.4,5.7,,0.00,1.7,,0.6,177,3.2,25,80,173,43,1.48,0.90,57,,2.8,32,4,0.08,0.12,0.7,0.066,20,0.3,0.07,2.3,8,,1.23,0.00,added_sugar_g:assumed;phytate_mg:assumed
MW03_0018,Animal,R60,"Eggs, chicken, boiled, with tomatoes, (Mazira ankhuku owilitsa othila tomato)",77.0,140,585,0.92,5.7,9.7,0.57,1.08,3.63,,7.5,6.4,,0.00,1.1,,0.7,304,6.3,35,96,196,53,2.66,1.87,5,,6.0,44,0,0.07,0.16,0.4,0.086,17,0.6,0.01,,8,,2.59,,added_sugar_g:assumed
MW03_0019,Animal,R13,"Fish powder stew, (Supu ya ufa wansomba)",91.1,44,187,0.44,2.8,1.8,,,,,4.3,3.2,,0.00,1.1,,0.7,292,6.6,43,30,177,4,2.04,1.88,27,0.93,6.0,23,,0.04,0.01,0.6,0.068,9,0.0,0.01,,8,0.00,0.62,,added_sugar_g:assumed
MW03_0020,Animal,9,"Fish, catfish, dry, Clarius gariepinus, (Mlamba wouma)",17.0,419,1754,9.21,57.6,20.1,,,,,1.8,1.8,0.00,0.00,0.00,0.00,3.5,1145,3.2,143,1345,1328,340,5.50,0.20,3400,,,88,,0.42,0.21,4.9,1.024,28,8.1,,,0,30.37,2.05,0.00,starch_g:assumed;phytate_mg:assumed
MW03_0021,Animal,R34,"Fish, catfish, fresh, fried, (Mlamba wokazinga)",60.8,207,866,2.90,18.1,11.8,0.38,0.72,2.44,,7.1,7.0,,0.00,0.1,0.00,1.1,44,1.7,29,224,279,78,0.84,0.04,,,,38,0,0.14,0.18,1.1,0.229,18,1.9,,,0,,1.53,0.00,phytate_mg:assumed
MW03_0022,Animal,WA,"Fish, catfish, raw, Synodontis, (Nkholokolo)",76.5,117,488,2.61,16.3,5.7,,,,,0.0,0.0,0.00,0.00,0.0,0.00,1.0,38,0.9,30,191,304,48,0.60,0.05,,,,25,,0.12,0.06,1.4,0.290,8,2.30,,,,,,0.00,phytate_mg:assumed
MW03_0023,Animal,9,"Fish, catfish, smoked, Clarias gariepinus, (Mlamba wowamba)",14.0,434,1817,9.54,59.6,20.9,,,,,1.9,0,0.00,0.00,0.0,0.00,3.7,929,3.3,139,1016,1273,258,5.80,0.10,3080,,,91,,0.44,0.22,5.1,1.060,29,8.4,,,0,31.47,2.12,0.00,carbohydrate_available_g:low_confidence;total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0024,Animal,13,"Fish, fillet, fresh, Rhamphochromis esox (Mnofu wa mcheni wa fuleshi)",65.8,168,699,2.57,16.1,11.5,,,,,0.00,0,0.00,0.00,0,0.00,1.3,,,,,,,,,,,,,,,,,,,,,,,,,0.00,carbohydrate_available_g:low_confidence;total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:low_confidence;starch_g:assumed;phytate_mg:assumed
MW03_0025,Animal,13,"Fish, fresh, gutted, Rhamphochromis esox, (Mcheni wa fuleshi)",57.7,238,989,3.35,20.9,17.1,,,,,0.0,0.0,0.00,0.00,0.0,0.00,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:low_confidence;starch_g:assumed;phytate_mg:assumed
MW03_0026,Animal,13,"Fish, gutted, frozen, Rhamphochromis esox, (Mcheni wa fuleshi)",56.6,226,939,3.08,19.3,16.5,,,,,0.0,0.0,0.00,0.00,0.0,0.00,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:low_confidence;starch_g:assumed
MW03_0027,Animal,9,"Fish, lake sardine, whole, dried, Engraulicypris breianalis, (Usipa wowuma)",13.0,364,1533,10.76,67.2,10.1,,,,,1.0,1.0,0.00,0.00,0.0,0.00,8.7,1453,6.2,155,1630,1235,235,25.40,0.40,970,,,66,,0.07,0.73,32.6,3.327,14,38.1,,,,,2.53,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:low_confidence;starch_g:assumed;phytate_mg:assumed
MW03_0028,Animal,6,"Fish, powder, Engraulicypris sardella, (Ufa wausipa)",9.4,388,1629,9.55,59.7,15.9,,,,,1.5,0.0,0.00,0.00,1.5,0.00,14.9,512,46.1,851,0,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0029,Animal,R52,"Fish, tilapia, fresh, fried, (Chambo chokazinga)",53.8,225,938,1.94,12.1,15.8,1.00,1.88,6.35,,8.6,8.3,0.00,0.00,0.3,0.00,4.7,113,4.4,86,14,24,0,,0.00,2,,,,0,0.03,0.01,0.1,0.010,2,0.0,0.01,0.1,1,0.00,3.98,0.00,total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0030,Animal,R33,"Fish, tilapia, fresh, grilled, (Chambo chootcha)",68.0,146,608,1.81,11.3,11.2,2.62,1.42,0.81,0,0.1,0.1,0.00,0.00,0.0,0.00,4.9,117,4.0,88,0,1,48,0.00,,,,,54,,0.08,0.11,1.1,0.127,11,0.1,,,0,,0.64,0.00,added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0031,Animal,9,"Fish, tilapia, whole, dried, Oreochromis shiranus, (Chambo chouma)",6.0,331,1403,11.49,71.8,4.9,,,,,0.1,0.0,0.00,0.00,0.0,0.00,17.2,1664,44.1,161,1369,1184,263,3.70,0.60,2790,,,0,,0.05,0.24,3.4,0.722,13,15.9,,,,,0.76,0.00,total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0032,Animal,27,"Fish, tilapia, whole, fresh, Oreochromis shiranus, (Chambo cha fuleshi)",96.8,21,89,0.54,3.4,0.9,,,,,0.0,0.0,0.00,0.00,0.0,0.00,0.9,,,,,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0033,Animal,28,"Fish, whole, fresh, Barbus paludinosus, (Matemba a fuleshi)",79.9,71,298,1.93,12.1,2.5,,,,,0.0,0.0,0.00,0.00,0.0,0.00,2.7,,,,,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0034,Animal,15,"Fish, whole, fresh, Copadichromis inornatus, (Utaka wa fuleshi)",72.9,114,477,2.35,14.7,6.2,,,,,0.0,0,0.00,0.00,0.0,0.00,4.2,714,3.0,156,0,,,,,,,,,,,,,,,,,,,,,0.00,carbohydrate_available_g:low_confidence;total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0035,Animal,15,"Fish, whole, fresh, Engraulicypris sardella, (Usipa wa fuleshi)",72.7,138,578,2.42,15.1,8.2,,,,,1.1,1.1,0.00,0.00,0.0,0.00,3.0,340,4.6,139,0,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0036,Animal,15,"Fish, whole, fresh, Oreochromis lidole, (Chambo cha fuleshi)",74.8,95,395,1.71,10.7,5.8,,,,,0.0,0.0,0.00,0.00,0.0,0.00,4.6,110,3.8,83,0,,,,,,,,,,,,,,,,,,,,,,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed
MW03_0037,Animal,13,"{(Fish, whole, fresh, Rhamphochromis esox, (Mcheni wa fuleshi)}*",70.7,214,889,2.74,17.1,16.2,,,,,0.0,0.0,0.00,0.00,0.0,0.00,3.8,,,,,,,,,,,,,,,,,,,,,,,,,0.00,carbohydrate_available_g:low_confidence;total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0038,Animal,15,"Fish, whole, fresh, Rhamphochromis ferox, (Mcheni wa fuleshi)",70.3,130,545,3.06,19.1,5.1,,,,,2.0,2.0,0.00,0.00,0.0,0.00,3.7,825,188.0,490,0,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0039,Animal,15,"Fish, whole, par-boiled, sun dried, Engraulicypris sardella, (Usipa ofutsa)",56.3,194,813,4.34,27.1,9.5,,,,,0.0,0.0,0.00,0.00,0.0,0.00,4.9,510,9.2,283,0,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0040,Animal,13,"{(Fish, whole, salted, smoked, Rhamphochromis esox, (Mcheni wowamba)}*",15.3,335,1393,4.59,28.7,24.0,,,,,1.0,1.0,0.00,0.00,0.0,0.00,18.2,,,,,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0041,Animal,13,"{(Fish, whole, salted, sun dried, Rhamphochromis esox, (Mcheni wadzuwa)}*",22.0,347,1439,3.93,24.6,27.6,,,,,0.0,0.0,0.00,0.00,0.0,0.00,15.2,,,,,,,,,,,,,,,,,,,,,,,,,0.00,carbohydrate_available_g:low_confidence;total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0042,Animal,28,"{(Fish, whole, smoked, Barbus paludinosus, (Matemba owamba)}*",19.5,344,1442,7.73,48.3,16.8,,,,,0.0,0.0,0.00,0.00,0.0,0.00,9.6,1569,,,,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0043,Animal,15,"Fish, whole, smoked, Copadichromis inornatus, (Utaka wowamba)",52.7,194,816,4.71,29.4,8.4,,,,,0.4,0.4,0.00,0.00,0.0,0.00,9.2,1744,12.3,356,0,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0044,Animal,15,"Fish, whole, smoked, Oreochromis lidole, (Chambo chowamba)",12.8,340,1424,7.94,49.6,15.6,,,,,0.2,0.0,0.00,0.00,0.0,0.00,21.9,5870,190.0,312,320,1222,349,3.07,0.10,1180,,,,706,0.13,0.40,5.7,0.673,5,10.2,0.77,,0,,0.50,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:low_confidence;starch_g:assumed;phytate_mg:assumed
MW03_0045,Animal,13,"Fish, whole, smoked, Rhamphochromis esox, (Mcheni owamba)",12.9,465,1933,5.90,36.9,35.3,,,,,0.0,0,0.00,0.00,0.0,0.00,15.1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,carbohydrate_available_g:low_confidence;total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0046,Animal,15,"Fish, whole, smoked, Rhamphochromis ferox, (Mcheni owamba)",48.8,197,828,5.57,34.8,6.4,,,,,0.0,0.0,0.00,0.00,0.0,0.00,10.2,2485,464.0,792,1050,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0047,Animal,9,"Fish, tilapia, whole, smoked, sun dried, Oreochromis shiranus, (Chambo chowamba)",9.0,354,1485,8.28,51.8,16.3,,,,,0.2,0.0,0.00,0.00,0.0,0.00,22.8,1565,198.2,172,1278,1274,364,3.20,0.10,1230,,,736,,0.13,0.42,6.0,0.702,5,11.2,0.81,,0,,0.52,0.00,total_sugar_g:assumed;added_sugar_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0048,Animal,13,"Fish, whole, sun dried from fresh, Rhamphochromis esox, (Mcheni wadzuwa)",21.0,491,2038,5.33,33.3,39.8,,,,,0.0,0.0,0.00,0.00,0.0,0.00,6.1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,carbohydrate_available_g:low_confidence;total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0049,Animal,15,"Fish, whole, sun dried, Copadichromis inornatus, (Utaka wadzuwa)",30.1,328,1373,6.37,39.8,18.1,,,,,1.5,1.5,0.00,0.00,0.0,0.00,10.7,1884,20.3,520,0,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0050,Animal,15,"Fish, whole, sun dried, Engraulicypris sardella, (Usipa wadzuwa)",20.3,354,1480,7.31,45.7,19.0,,,,,0.0,0.0,0.00,0.00,,,8.2,451,40.6,749,0,,,,,,,,0.00,0.00,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;vitamin_a_rae_mcg:assumed;vitamin_a_re_mcg:assumed;phytate_mg:assumed
MW03_0051,Animal,15,"Fish, whole, sun dried, Rhamphochromis ferox, (Mcheni wadzuwa)",24.1,349,1464,7.86,49.1,17.0,,,,,0.0,0.0,0.00,0.00,0.0,0.00,12.2,2485,464.0,595,1180,,,,,,,,,,,,,,,,,,,,,0.00,total_sugar_g:assumed;added_sugar_g:assumed;fiber_g:assumed;starch_g:assumed;phytate_mg:assumed
MW03_0052,Animal,WA,"Goat, meat, raw, (Nyama ya mbuzi)",68.0,165,690,2.80,17.5,10.6,,,,,0.0,0.0,0.00,0.00,0.0,0.00,1.1,11,2.4,27,150,385,82,3.45,0.16,,,,0,,0.18,0.29,6.1,0.400,5,1.1,,,0,,0.18,0.00,phytate_mg:assumed
